name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Fine particles (PM 2.5),Mean,mcg/m3,CD,Midtown (CD5),Winter 2018-19,12/1/2018,602694,375,3,13.46
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),Annual Average 2020,1/1/2020,179275,375,3,13.45
Fine particles (PM 2.5),Mean,mcg/m3,CD,Ridgewood and Maspeth (CD5),Winter 2008-09,12/1/2008,667155,375,210,13.45
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),Summer 2018,6/1/2018,667220,375,310,13.45
Nitrogen dioxide (NO2),Mean,ppb,CD,Rockaway and Broad Channel (CD14),Annual Average 2015,1/1/2015,175433,375,210,13.44
Nitrogen dioxide (NO2),Mean,ppb,CD,East New York and Starrett City (CD5),Summer 2015,6/1/2015,211774,375,304,13.44
Nitrogen dioxide (NO2),Mean,ppb,Borough,Brooklyn,Summer 2017,6/1/2017,667419,375,304,13.44
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fordham and University Heights (CD5),Winter 2013-14,12/1/2013,211777,375,403,13.44
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Bayside - Little Neck,2012-2014,1/2/2012,602893,375,403,13.44
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southwest Queens,Summer 2015,6/1/2015,643507,375,403,13.43
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Canarsie - Flatlands,Annual Average 2022,1/1/2022,211570,375,304,13.43
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Canarsie - Flatlands,Annual Average 2022,1/1/2022,211559,375,204,13.43
Nitrogen dioxide (NO2),Mean,ppb,CD,Morrisania and Crotona (CD3),Summer 2021,6/1/2021,825899,375,304,13.43
Nitrogen dioxide (NO2),Mean,ppb,CD,Long Island City and Astoria (CD1),Summer 2021,6/1/2021,602881,375,303,13.42
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Hunts Point - Mott Haven,Summer 2022,6/1/2022,171576,375,303,13.42
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,East Flatbush - Flatbush,2012-2014,1/2/2012,211554,375,103,13.42
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Southwest Queens,Summer 2015,6/1/2015,212316,375,309,13.42
Nitrogen dioxide (NO2),Mean,ppb,Borough,Queens,Summer 2017,6/1/2017,175276,375,310,13.42
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenpoint and Williamsburg (CD1),Summer 2010,6/1/2010,825717,375,309,13.41
Fine particles (PM 2.5),Mean,mcg/m3,CD,East New York and Starrett City (CD5),Winter 2008-09,12/1/2008,643399,375,310,13.41
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Manhattan,Summer 2010,6/1/2010,643396,375,309,13.41
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Downtown - Heights - Slope,Summer 2022,6/1/2022,212317,375,310,13.41
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Downtown - Heights - Slope,Summer 2022,6/1/2022,825714,375,310,13.41
Fine particles (PM 2.5),Mean,mcg/m3,CD,Elmhurst and Corona (CD4),Winter 2008-09,12/1/2008,151541,655,208,13.40
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Southwest Queens,2005-2007,1/1/2005,169529,365,203,13.40
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Sunset Park,2013,1/1/2013,823479,365,303,13.40
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Greenwich Village - SoHo,2005-2007,1/1/2005,547735,365,404,13.40
Nitrogen dioxide (NO2),Mean,ppb,Citywide,New York City,Summer 2017,6/1/2017,742303,365,202,13.40
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Bronx,2005-2007,1/1/2005,740935,375,208,13.40
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Bronx,2012-2014,1/2/2012,412412,375,1,13.40
Nitrogen dioxide (NO2),Mean,ppb,Borough,Brooklyn,Summer 2019,6/1/2019,175315,375,307,13.40
Nitrogen dioxide (NO2),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Summer 2023,6/1/2023,175399,375,307,13.39
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),Summer 2015,6/1/2015,175316,375,308,13.39
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East New York,Summer 2017,6/1/2017,212548,375,107,13.39
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,Summer 2017,6/1/2017,179284,375,2,13.39
Fine particles (PM 2.5),Mean,mcg/m3,CD,Lower East Side and Chinatown (CD3),Winter 2013-14,12/1/2013,549750,375,2,13.39
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),Summer 2019,6/1/2019,876899,375,207,13.39
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Chelsea - Clinton,Summer 2013,6/1/2013,172730,375,301,13.38
Fine particles (PM 2.5),Mean,mcg/m3,CD,Mott Haven and Melrose (CD1),Winter 2013-14,12/1/2013,549932,375,301,13.38
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Williamsburg - Bushwick,Winter 2010-11,12/1/2010,602832,375,102,13.37
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Annual Average 2017,1/1/2017,211761,375,202,13.37
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morris Park and Bronxdale (CD11),Winter 2010-11,12/1/2010,667341,375,202,13.36
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Annual Average 2016,12/31/2015,211776,375,402,13.36
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Northern SI,Summer 2012,6/1/2012,549948,375,402,13.35
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),Annual Average 2011,12/1/2010,667431,375,402,13.35
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Northeast Bronx,Winter 2010-11,12/1/2010,171683,375,405,13.35
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Northeast Bronx,Winter 2010-11,12/1/2010,171615,375,405,13.35
Fine particles (PM 2.5),Mean,mcg/m3,CD,Williamsbridge and Baychester (CD12),Winter 2010-11,12/1/2010,211361,375,2,13.35
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Southwest Queens,Summer 2017,6/1/2017,825807,375,2,13.34
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southwest Queens,Summer 2017,6/1/2017,211568,375,302,13.34
Fine particles (PM 2.5),Mean,mcg/m3,CD,Highbridge and Concourse (CD4),Winter 2013-14,12/1/2013,825887,375,405,13.34
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Summer 2009,6/1/2009,171581,375,405,13.34
Nitrogen dioxide (NO2),Mean,ppb,CD,Bensonhurst (CD11),Summer 2016,6/1/2016,825905,375,302,13.34
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Stapleton - St. George,Annual Average 2019,1/1/2019,211572,375,402,13.33
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Chelsea - Clinton,Summer 2012,6/1/2012,171574,375,301,13.33
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Jamaica,Summer 2015,6/1/2015,211557,375,202,13.33
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Jamaica,Summer 2015,6/1/2015,799792,646,302,13.33
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Winter 2012-13,12/1/2012,799781,646,202,13.33
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2015,6/1/2015,315613,646,306,13.33
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2015,6/1/2015,799796,646,306,13.33
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatlands and Canarsie (CD18),Annual Average 2022,1/1/2022,315591,646,102,13.33
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southern SI,Annual Average 2014,12/1/2013,130693,646,202,13.32
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenpoint,Summer 2010,6/1/2010,177140,365,102,13.32
Fine particles (PM 2.5),Mean,mcg/m3,CD,Woodside and Sunnyside (CD2),Summer 2010,6/1/2010,212676,365,202,13.32
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Greenpoint,Summer 2010,6/1/2010,649687,365,202,13.32
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Union Square-Lower Manhattan,Summer 2010,6/1/2010,823300,365,202,13.31
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Summer 2013,6/1/2013,211868,365,207,13.31
Nitrogen dioxide (NO2),Mean,ppb,CD,Parkchester and Soundview (CD9),Summer 2023,6/1/2023,823423,365,207,13.30
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Southwest Queens,2012-2014,1/2/2012,334267,365,305,13.30
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Fordham - Bronx Pk,Summer 2018,6/1/2018,131131,655,202,13.30
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,East Flatbush - Flatbush,2005-2007,1/1/2005,131035,653,202,13.30
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Flushing - Clearview,2005-2007,1/1/2005,827845,653,306,13.30
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,Winter 2010-11,12/1/2010,828036,655,306,13.30
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Chelsea - Clinton,2012-2014,1/2/2012,151560,655,406,13.30
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Fordham - Bronx Pk,Summer 2018,6/1/2018,151432,653,102,13.30
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,Brooklyn,2009-2011,1/1/2009,151439,653,202,13.30
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,Winter 2010-11,12/1/2010,151454,653,306,13.30
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,Winter 2008-09,12/1/2008,151550,655,306,13.30
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,Winter 2008-09,12/1/2008,411052,365,305,13.30
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2022,6/1/2022,823485,365,305,13.29
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Ridgewood - Forest Hills,Winter 2008-09,12/1/2008,334323,365,405,13.29
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Ridgewood - Forest Hills,Winter 2008-09,12/1/2008,742533,365,405,13.29
Nitrogen dioxide (NO2),Mean,ppb,CD,Brownsville (CD16),Summer 2023,6/1/2023,410891,365,207,13.28
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Port Richmond,Summer 2017,6/1/2017,410892,365,207,13.28
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),Summer 2019,6/1/2019,742161,365,5,13.28
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),Summer 2016,6/1/2016,547378,365,104,13.27
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Chelsea - Clinton,Annual Average 2011,12/1/2010,178570,365,104,13.27
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bensonhurst - Bay Ridge,Summer 2016,6/1/2016,131428,648,211,13.27
Nitrogen dioxide (NO2),Mean,ppb,CD,Morris Park and Bronxdale (CD11),Summer 2018,6/1/2018,130804,648,211,13.27
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bensonhurst - Bay Ridge,Summer 2016,6/1/2016,518898,648,204,13.27
Nitrogen dioxide (NO2),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2023,6/1/2023,130808,648,304,13.27
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,Annual Average 2021,1/1/2021,131432,648,304,13.26
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Rockaway and Broad Channel (CD14),2005,1/1/2005,518909,648,304,13.25
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Flatbush (CD17),Winter 2008-09,12/1/2008,212573,375,404,13.25
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Central Harlem - Morningside Heights,Summer 2023,6/1/2023,602796,375,404,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Central Harlem - Morningside Heights,Summer 2023,6/1/2023,602712,375,104,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Central Harlem - Morningside Heights,Summer 2022,6/1/2022,643329,375,104,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Central Harlem - Morningside Heights,Summer 2022,6/1/2022,176512,375,104,13.24
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),Winter 2008-09,12/1/2008,176596,375,104,13.24
Nitrogen dioxide (NO2),Mean,ppb,CD,Brownsville (CD16),Summer 2019,6/1/2019,212951,365,404,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2014,6/1/2014,669686,365,205,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Williamsburg - Bushwick,Summer 2020,6/1/2020,605673,365,104,13.24
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Williamsburg - Bushwick,Summer 2020,6/1/2020,179432,375,5,13.24
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Annual Average 2012,12/1/2011,518946,657,204,13.23
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Annual Average 2014,12/1/2013,518957,657,304,13.23
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatbush and Midwood (CD14),Summer 2017,6/1/2017,628516,657,404,13.23
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Northern SI,Annual Average 2022,1/1/2022,518953,657,211,13.23
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,Summer 2022,6/1/2022,628488,657,104,13.22
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Long Island City - Astoria,Summer 2022,6/1/2022,131384,657,304,13.22
Nitrogen dioxide (NO2),Mean,ppb,CD,Brownsville (CD16),Summer 2018,6/1/2018,131380,657,211,13.22
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Summer 2012,6/1/2012,827410,657,211,13.22
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Annual Average 2009,12/1/2008,131229,657,204,13.22
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Summer 2011,6/1/2011,828031,655,301,13.22
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Chelsea - Clinton,Annual Average 2010,12/1/2009,131439,648,401,13.21
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,Summer 2011,6/1/2011,151534,655,201,13.21
Fine particles (PM 2.5),Mean,mcg/m3,CD,Midtown (CD5),Winter 2014-15,12/1/2014,669873,365,210,13.20
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Annual Average 2013,12/1/2012,547668,365,212,13.20
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Borough Park,2009-2011,1/1/2009,669572,365,108,13.20
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Long Island City - Astoria,2009-2011,1/1/2009,547628,365,110,13.20
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Jamaica,2013,1/1/2013,823506,365,312,13.20
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,West Queens,2009-2011,1/1/2009,605993,365,310,13.20
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,High Bridge - Morrisania,Winter 2013-14,12/1/2013,169536,365,210,13.20
Nitrogen dioxide (NO2),Mean,ppb,Citywide,New York City,Summer 2016,6/1/2016,169477,365,210,13.20
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,East New York,2015-2017,1/1/2015,742457,365,210,13.20
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Washington Heights,Summer 2021,6/1/2021,169465,365,110,13.20
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Washington Heights,Summer 2021,6/1/2021,169524,365,110,13.20
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),Summer 2016,6/1/2016,212570,375,401,13.19
Nitrogen dioxide (NO2),Mean,ppb,CD,South Beach and Willowbrook (CD2),Annual Average 2017,1/1/2017,175445,375,401,13.19
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Summer 2009,6/1/2009,211564,375,209,13.19
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2015,6/1/2015,602704,375,101,13.18
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Chelsea - Clinton,Winter 2009-10,12/1/2009,602758,375,301,13.18
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Citywide,New York City,2012-2014,1/2/2012,212434,375,301,13.17
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morningside Heights and Hamilton Heights (CD9),Winter 2013-14,12/1/2013,213421,375,210,13.17
Fine particles (PM 2.5),Mean,mcg/m3,CD,Midtown (CD5),Summer 2014,6/1/2014,643620,375,212,13.17
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,Summer 2009,6/1/2009,667657,375,212,13.16
Fine particles (PM 2.5),Mean,mcg/m3,CD,Greenwich Village and Soho (CD2),Summer 2011,6/1/2011,165937,375,210,13.16
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Bayside - Little Neck,Annual Average 2020,1/1/2020,165819,375,210,13.16
Nitrogen dioxide (NO2),Mean,ppb,Borough,Bronx,Summer 2020,6/1/2020,165925,375,110,13.16
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Stapleton - St. George,Summer 2023,6/1/2023,165807,375,110,13.16
Nitrogen dioxide (NO2),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Summer 2021,6/1/2021,602967,375,112,13.16
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),Summer 2023,6/1/2023,742324,365,209,13.15
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Fordham - Bronx Pk,Summer 2020,6/1/2020,212812,365,301,13.15
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hunts Point and Longwood (CD2),Winter 2013-14,12/1/2013,547705,365,312,13.15
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Fordham - Bronx Pk,Summer 2020,6/1/2020,336535,375,209,13.15
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Summer 2009,6/1/2009,667147,375,209,13.15
Nitrogen dioxide (NO2),Mean,ppb,CD,Morrisania and Crotona (CD3),Summer 2022,6/1/2022,336793,375,301,13.15
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),Annual Average 2022,1/1/2022,549991,375,101,13.15
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Canarsie - Flatlands,Annual Average 2019,1/1/2019,667521,375,101,13.14
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper East Side (CD8),Summer 2011,6/1/2011,213589,375,201,13.14
Nitrogen dioxide (NO2),Mean,ppb,Borough,Bronx,Summer 2019,6/1/2019,550030,375,202,13.14
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Canarsie - Flatlands,Annual Average 2019,1/1/2019,550032,375,202,13.14
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),Summer 2021,6/1/2021,212806,365,206,13.13
Nitrogen dioxide (NO2),Mean,ppb,CD,Ridgewood and Maspeth (CD5),Summer 2018,6/1/2018,669793,365,209,13.13
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Port Richmond,Summer 2015,6/1/2015,669847,365,3,13.13
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2016,6/1/2016,649710,365,209,13.13
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Crotona -Tremont,Winter 2013-14,12/1/2013,874314,365,209,13.13
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,12/1/2010,212799,365,106,13.13
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatlands and Canarsie (CD18),Annual Average 2019,1/1/2019,169322,365,402,13.13
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Winter 2011-12,12/1/2011,547674,365,302,13.13
Nitrogen dioxide (NO2),Mean,ppb,CD,St. George and Stapleton (CD1),Summer 2016,6/1/2016,214132,365,301,13.12
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Port Richmond,Summer 2014,6/1/2014,669587,365,201,13.12
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Rockaways,Annual Average 2012,12/1/2011,154526,644,302,13.12
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Summer 2011,6/1/2011,154558,644,502,13.12
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Rockaways,Annual Average 2012,12/1/2011,154603,643,402,13.12
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2010,12/1/2009,154455,645,202,13.12
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper East Side (CD8),Winter 2012-13,12/1/2012,154466,645,301,13.12
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Harlem,Winter 2013-14,12/1/2013,154467,645,302,13.12
Nitrogen dioxide (NO2),Mean,ppb,CD,Central Harlem (CD10),Summer 2022,6/1/2022,154499,645,502,13.11
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Jamaica,Summer 2016,6/1/2016,154585,643,302,13.11
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Jamaica,Summer 2016,6/1/2016,817225,645,101,13.11
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Northern SI,Annual Average 2020,1/1/2020,165810,375,201,13.11
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Harlem (CD11),Winter 2013-14,12/1/2013,165928,375,201,13.11
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,Summer 2010,6/1/2010,412663,375,102,13.11
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper East Side,Summer 2011,6/1/2011,825720,375,308,13.11
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Summer 2013,6/1/2013,212315,375,308,13.10
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Central Harlem - Morningside Heights,Winter 2013-14,12/1/2013,643390,375,307,13.10
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Downtown - Heights - Slope,2009-2011,1/1/2009,212314,375,307,13.10
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Jamaica,2015,1/1/2015,825723,375,307,13.10
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Central Harlem - Morningside Heights,Winter 2013-14,12/1/2013,212304,375,208,13.10
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),Winter 2010-11,12/1/2010,179418,375,1,13.10
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Stapleton - St. George,2005-2007,1/1/2005,165812,375,203,13.10
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,2005-2007,1/1/2005,165930,375,203,13.10
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper East Side,Winter 2012-13,12/1/2012,410910,365,302,13.09
Nitrogen dioxide (NO2),Mean,ppb,CD,Kingsbridge Heights and Bedford (CD7),Summer 2019,6/1/2019,742336,365,302,13.09
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Rockaways,2005,1/1/2005,173682,365,301,13.09
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Stapleton - St. George,Annual Average 2022,1/1/2022,173648,365,301,13.08
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,South Bronx,Winter 2013-14,12/1/2013,410909,365,302,13.08
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Flatbush - Flatbush,Winter 2008-09,12/1/2008,178496,365,207,13.08
Nitrogen dioxide (NO2),Mean,ppb,CD,Queens Village (CD13),Annual Average 2020,1/1/2020,212808,365,208,13.08
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Bayside Little Neck-Fresh Meadows,Summer 2017,6/1/2017,179643,365,1,13.08
Nitrogen dioxide (NO2),Mean,ppb,Borough,Queens,Summer 2016,6/1/2016,212818,365,307,13.08
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Flatbush - Flatbush,Winter 2008-09,12/1/2008,178405,365,107,13.08
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,Summer 2010,6/1/2010,168556,365,403,13.07
Fine particles (PM 2.5),Mean,mcg/m3,CD,Midtown (CD5),Summer 2015,6/1/2015,169323,365,403,13.07
Nitrogen dioxide (NO2),Mean,ppb,UHF34,East New York,Summer 2016,6/1/2016,547732,365,403,13.07
Nitrogen dioxide (NO2),Mean,ppb,UHF42,East New York,Summer 2016,6/1/2016,669593,365,203,13.07
Fine particles (PM 2.5),Mean,mcg/m3,CD,Long Island City and Astoria (CD1),Winter 2010-11,12/1/2010,605937,365,203,13.06
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Jamaica,Summer 2019,6/1/2019,154515,644,203,13.06
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,West Queens,Winter 2010-11,12/1/2010,154559,644,503,13.06
Nitrogen dioxide (NO2),Mean,ppb,Borough,Queens,Summer 2019,6/1/2019,154487,645,404,13.06
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Long Island City - Astoria,Winter 2013-14,12/1/2013,154456,645,203,13.06
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,Annual Average 2009,12/1/2008,154500,645,503,13.06
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,Winter 2013-14,12/1/2013,817341,645,503,13.06
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,Canarsie - Flatlands,2012-2014,1/2/2012,817342,645,503,13.06
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Coney Island - Sheepshead Bay,Annual Average 2022,1/1/2022,151529,655,103,13.06
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Coney Island - Sheepshead Bay,Annual Average 2022,1/1/2022,669566,365,106,13.06
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Kingsbridge - Riverdale,Summer 2023,6/1/2023,823175,365,208,13.05
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Kingsbridge - Riverdale,Summer 2023,6/1/2023,823169,365,206,13.05
